TestTime,Result,Cooked,PeakdB,CookedVPtime,RefVPTime,CookedTime/RefTime*100%,VPList,CookedTime,RefTime,Cooked/RefTime*100%,VRRestult,CookVLen,RefVLen,,,
2018-05-18-19-19-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_19_19_00\capaec39.pcm,-6,16677,12036,138.559322,[(440154 200 -18) (476211 509 -11) (572161 390 -15) (619636 405 -11) (662882 370 -14) (710451 381 -11) (775683 330 -11) (823142 348 -6) (871195 0 -49) (895202 230 -19) (942394 256 -14) (1034449 169 -13) (1082011 179 -13) (1131392 200 -15) (1178853 218 -10) (1216363 430 -9) (1264254 448 -8) (1407376 11614 -6)],8997,8576,104.9090485,永行行行觉如你行你啊很很鲁的事嗯嗯嗯不要你给了我九个恩恩恩恩恩恩,32,52,,,
2018-05-18-19-20-46,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_19_20_00\capaec40.pcm,-5,16966,12036,140.960452,[(428161 501 -12) (475789 517 -11) (571216 412 -12) (619011 416 -12) (661949 381 -12) (709700 403 -11) (775691 341 -8) (823343 356 -7) (895213 371 -18) (942966 381 -16) (1082785 152 -15) (1134241 0 -46) (1178714 206 -12) (1219200 370 -12) (1264268 432 -8) (1334880 40 -46) (1382474 54 -44) (1408320 11622 -5) (2151361 11 -47)],8795,8576,102.5536381,nn有一种人有你行就按了指我的心让你嗯不要急我找个好一点价值四零嗯,33,52,,,
2018-05-18-19-21-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_19_21_00\capaec41.pcm,-6,16781,12036,139.4233965,[(429128 490 -13) (477182 491 -11) (571690 401 -11) (619327 417 -11) (662413 401 -12) (710162 406 -10) (775200 341 -10) (822241 363 -7) (870115 18 -49) (895254 250 -14) (943125 258 -13) (1035868 131 -14) (1083156 148 -14) (1131383 191 -17) (1178764 211 -12) (1216804 421 -9) (1264524 429 -8) (1406515 6667 -6) (1737655 4747 -6)],9168,8576,106.9029851,能杨有晕你宁行啊啊那我就是en嗯嗯唉我要给我讲了陆贞的大植物园第一,33,52,,,
2018-05-18-19-22-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_19_22_00\capaec42.pcm,-6,16887,12036,140.3040877,[(428706 481 -10) (476473 486 -11) (572160 360 -18) (618535 419 -10) (661444 380 -11) (709289 390 -11) (774720 330 -11) (822398 356 -6) (894720 240 -13) (942327 253 -13) (1034880 130 -14) (1082349 150 -14) (1130421 200 -13) (1178116 212 -13) (1215876 420 -10) (1263674 427 -8) (1405448 11653 -6)],9152,8576,106.7164179,能能行行行群行俺很爱努你是哪的嗯嗯唉不要与我讲了嗯,25,52,,,
2018-05-18-19-23-46,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_19_23_00\capaec43.pcm,-6,17085,12036,141.9491525,[(428182 489 -11) (476073 491 -11) (571201 401 -13) (619082 409 -10) (661444 541 -10) (709408 546 -10) (774808 360 -8) (822662 357 -7) (894346 240 -14) (942425 249 -13) (1035448 130 -13) (1083129 139 -13) (1130431 189 -13) (1178753 186 -12) (1215845 300 -14) (1263539 439 -7) (1406405 11619 -6)],9080,8576,105.8768657,人你行你行用有行啊恩那我的心考考你我要给你我想死你了只是你的,30,52,,,
2018-05-18-19-24-46,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_19_24_00\capaec44.pcm,-5,16949,12036,140.819209,[(427719 489 -11) (475090 509 -11) (571238 400 -12) (618878 413 -11) (661955 370 -9) (709607 380 -9) (774770 360 -8) (822436 369 -6) (893816 250 -14) (942036 252 -14) (1035880 120 -14) (1083083 141 -15) (1130914 201 -13) (1178284 219 -13) (1215884 421 -11) (1263844 429 -9) (1406024 11626 -5)],9331,8576,108.8036381,行行有有我行fuck狠狠干我的事嗯哼嗯哼和你着挑子陆军的价值被严重呢,34,52,,,
2018-05-18-19-25-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_19_25_00\capaec45.pcm,-6,16735,12036,139.0412097,[(433920 382 -11) (475874 509 -11) (571216 402 -11) (618924 413 -10) (661956 382 -13) (709786 384 -11) (776160 330 -13) (823150 351 -6) (897123 190 -21) (943879 223 -16) (1035375 120 -20) (1083302 137 -14) (1130880 220 -15) (1178388 229 -13) (1216342 420 -10) (1264255 425 -9) (1406933 11618 -6)],9239,8576,107.7308769,能能永阳人一行如你我行你啊你的呢我的心唉不要紧的我想的嗯嗯嗯嗯嗯,32,52,,,
2018-05-18-19-26-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_19_26_00\capaec46.pcm,-6,17005,12036,141.2844799,[(427680 500 -12) (474642 524 -11) (570757 399 -12) (618571 412 -11) (661490 379 -16) (709542 380 -15) (774745 341 -7) (822446 353 -6) (893830 259 -15) (941680 266 -14) (1034908 130 -17) (1082586 131 -18) (1130023 219 -14) (1177737 228 -11) (1215472 430 -7) (1263555 435 -7) (1405921 11619 -6)],9168,8576,106.9029851,你能有行你你能行就狠狠给了我的心那么好的一种唉鲫鱼我找了你的价值一,33,52,,,
2018-05-18-19-27-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_19_27_00\capaec47.pcm,-6,16967,12036,140.9687604,[(434400 340 -10) (475011 508 -11) (570730 409 -13) (618598 412 -10) (661440 390 -12) (709329 397 -11) (774734 340 -8) (822503 346 -7) (869184 18 -48) (893762 260 -19) (941558 393 -17) (1034892 140 -14) (1082944 138 -14) (1130902 190 -14) (1178626 195 -13) (1215841 420 -7) (1263596 432 -8) (1404995 11639 -6)],9128,8576,106.4365672,用赢行行你们行很很很了我的心嗯哼嗯不要同情的我都感觉不出自己的人送你,34,52,,,
2018-05-18-19-28-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_19_28_00\capaec48.pcm,-5,16763,12036,139.2738451,[(426793 520 -11) (475590 507 -11) (571212 392 -11) (618664 408 -11) (661448 381 -14) (709343 388 -14) (774248 363 -8) (822199 363 -6) (896160 80 -32) (942266 243 -14) (1035360 110 -13) (1082577 138 -12) (1133786 139 -14) (1178145 223 -10) (1215844 420 -11) (1263325 429 -8) (1404980 11659 -5)],8881,8576,103.5564366,恩阳如影形人行你你刚行啊如果你是嗯唉不要急我就敢嗯,25,52,,,
2018-05-18-19-29-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_19_29_00\capaec49.pcm,-5,16965,12036,140.9521436,[(434912 380 -10) (482696 388 -10) (572652 400 -12) (620480 406 -11) (663363 371 -10) (710975 381 -10) (776184 350 -8) (824142 355 -6) (896165 361 -13) (943860 374 -13) (1036323 130 -19) (1084181 139 -15) (1132340 202 -12) (1180488 202 -11) (1217280 422 -8) (1265125 427 -8) (1406405 11677 -5)],9107,8576,106.1916978,有行你行杨行啊那我的心要不好不了一种爱给你无穷的你的价值是严重的病,33,52,,,
2018-05-18-19-30-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_19_30_00\capaec50.pcm,-6,16759,12036,139.2406115,[(429126 390 -15) (476253 509 -11) (571680 400 -15) (619437 410 -11) (662409 370 -14) (710262 381 -11) (775224 340 -7) (823239 359 -6) (895691 230 -15) (943317 245 -14) (1036323 121 -16) (1083915 138 -14) (1131410 180 -17) (1179078 193 -13) (1216800 421 -9) (1264501 425 -7) (1405987 11647 -6)],9085,8576,105.9351679,能有行行有你行很很的呢我的嗯嗯恩爱我要你怎么就五九呢嗯嗯嗯,29,52,,,
2018-05-18-19-31-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_19_31_00\capaec51.pcm,-5,16693,12036,138.6922566,[(434898 391 -11) (483000 393 -11) (572219 429 -12) (620516 418 -10) (663849 359 -10) (711628 364 -10) (776701 341 -8) (824801 343 -7) (896656 362 -15) (944340 372 -16) (1038238 80 -17) (1084118 138 -15) (1135680 120 -23) (1180396 220 -11) (1217771 390 -11) (1265689 400 -8) (1410270 11573 -5)],9001,8576,104.9556903,恩宁杨仁恩就行有如了行啊我的心里不要与我聊天呢嗯,24,52,,,
2018-05-18-19-32-46,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_19_32_00\capaec52.pcm,-5,16349,12036,135.8341642,[(434880 400 -12) (482870 399 -11) (573133 390 -13) (621002 400 -10) (663872 359 -12) (711435 371 -12) (776641 330 -8) (824327 351 -8) (897122 300 -13) (944860 305 -14) (1036411 139 -16) (1084442 136 -15) (1135200 161 -14) (1183007 168 -10) (1217793 401 -10) (1265755 405 -9) (1410245 3589 -6) (1594372 7745 -5)],9229,8576,107.6142724,有行你行这嗯行还可以啊你的呢我的十五那么好不行一种爱好地狱我讲的你自己的眼睛你你,40,52,,,
2018-05-18-19-33-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_19_33_00\capaec53.pcm,-6,16761,12036,139.2572283,[(434880 370 -20) (475337 527 -11) (574080 300 -11) (618744 410 -11) (662400 350 -14) (709836 380 -13) (775203 340 -10) (822670 357 -6) (869565 19 -48) (894241 260 -19) (941826 267 -16) (1034915 140 -14) (1082519 154 -13) (1131383 190 -16) (1178504 209 -11) (1215857 430 -8) (1263631 437 -7) (1405996 11621 -6)],9049,8576,105.5153918,永行行行你你我行很黄很给力那我的心嗯嗯i嗯嗯不要给钱的我就给嗯,31,52,,,
2018-05-18-19-34-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_19_34_00\capaec54.pcm,-6,16643,12036,138.2768362,[(434429 391 -11) (482068 404 -11) (572668 391 -11) (620464 399 -11) (663404 361 -12) (711493 362 -11) (776660 330 -7) (822256 379 -6) (869608 21 -47) (896230 378 -19) (944076 381 -19) (1036337 49 -19) (1083500 150 -14) (1135200 60 -24) (1179768 227 -13) (1217765 390 -10) (1265052 416 -7) (1412642 11554 -6)],9061,8576,105.6553172,你赢请请你有这如用行啊很多呢我的心那种好的嗯嗯唉我要积极点我讲的嗯嗯嗯,35,52,,,
2018-05-18-19-35-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_19_35_00\capaec55.pcm,-6,17111,12036,142.1651712,[(434401 351 -11) (475982 505 -11) (571692 400 -12) (619346 408 -11) (661936 389 -14) (709844 393 -14) (775210 331 -9) (822953 347 -6) (895255 370 -16) (943347 365 -13) (1035360 141 -13) (1082835 157 -12) (1130407 230 -10) (1178391 227 -11) (1216322 431 -8) (1264206 435 -8) (1405488 11631 -6)],9011,8576,105.0722948,有m有你行营很很热啊很跟我的师傅好嗯恩恩嗯不要了结局我晓得你,30,52,,,
2018-05-18-19-36-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_19_36_00\capaec56.pcm,-6,16762,12036,139.2655367,[(433954 372 -11) (481651 382 -10) (574114 240 -13) (619428 405 -10) (663395 350 -14) (709989 400 -11) (775236 350 -7) (822921 359 -7) (895242 360 -18) (943080 364 -14) (1035883 110 -14) (1083209 138 -13) (1131401 190 -12) (1178782 190 -12) (1215929 419 -7) (1263929 436 -7) (1405476 11697 -6)],8792,8576,102.5186567,能能行你行有你行啊我的心嗯嗯i嗯嗯不要你自己的活就得嗯嗯嗯嗯嗯嗯嗯嗯嗯,35,52,,,
2018-05-18-19-37-46,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_19_37_00\capaec57.pcm,-5,16792,12036,139.514789,[(434881 371 -10) (482744 378 -11) (571683 411 -11) (619661 423 -11) (662898 371 -14) (710844 389 -12) (776179 351 -7) (823929 354 -7) (895275 381 -18) (943349 386 -16) (1035840 132 -13) (1083830 140 -13) (1131840 223 -14) (1179651 229 -15) (1222561 260 -11) (1265047 411 -7) (1410240 11582 -5)],8887,8576,103.6263993,你能杨羊你有有我行啊那我的心嗯好的嗯i那一局我就来嗯嗯嗯,28,52,,,
2018-05-18-19-38-46,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_19_38_00\capaec58.pcm,-5,16822,12036,139.7640412,[(433926 389 -13) (477230 487 -11) (572190 389 -10) (619384 406 -11) (662434 360 -12) (710175 383 -11) (775693 350 -7) (823401 358 -6) (895214 251 -16) (943336 255 -17) (1035840 131 -17) (1083123 153 -15) (1130972 219 -12) (1178829 229 -11) (1216801 420 -9) (1264471 426 -8) (1407393 11616 -5)],9151,8576,106.7047575,有杨有用你行QQ啊行了那我的呢嗯哼嗯i你精好的我讲的有这么大只会眼睛一闭,36,52,,,
2018-05-18-19-39-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_19_39_00\capaec59.pcm,-6,16578,12036,137.7367896,[(434409 382 -12) (482143 388 -11) (571318 409 -11) (619431 411 -11) (663360 200 -33) (710372 375 -10) (776643 290 -17) (823194 358 -6) (869334 0 -49) (895203 240 -16) (943085 378 -15) (1035844 130 -17) (1083015 155 -15) (1130881 220 -18) (1178613 233 -13) (1216808 400 -8) (1264442 426 -8) (1409286 11583 -6)],9157,8576,106.7747201,有影行营一行如老行俺可以留着我的心就一阵唉聊天群就无讲呢嗯嗯嗯,31,52,,,
2018-05-18-19-40-46,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_19_40_00\capaec60.pcm,-5,16868,12036,140.146228,[(434406 381 -13) (477707 484 -11) (571264 419 -11) (618999 423 -11) (662977 390 -12) (692728 0 -49) (710698 395 -11) (740742 6 -47) (775777 359 -8) (823799 357 -6) (895209 260 -15) (943178 266 -14) (1035840 151 -17) (1083650 156 -16) (1131500 200 -17) (1179247 219 -13) (1217301 419 -9) (1265037 425 -7) (1409280 11558 -5)],8836,8576,103.0317164,能就行你行用你m型在啊娜的心那么我为什么总爱给我找的你你自己不联系你,34,52,,,
2018-05-18-19-41-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_19_41_00\capaec61.pcm,-6,16825,12036,139.7889664,[(434400 360 -12) (482151 388 -11) (571682 390 -13) (619466 413 -11) (662416 370 -11) (710241 379 -11) (775704 340 -7) (823185 365 -6) (895680 360 -13) (943358 376 -13) (1036346 120 -15) (1083646 138 -14) (1131444 210 -11) (1179057 226 -11) (1216802 411 -11) (1264553 418 -8) (1409346 11561 -6)],9401,8576,109.6198694,有用行有那行咋还很热我的心嗯嗯i好解决感觉怎么呢怎么突然有这么跨局部眼睛一眯,38,52,,,
2018-05-18-19-42-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_19_42_00\capaec62.pcm,-5,16962,12036,140.9272183,[(428221 511 -11) (475897 534 -11) (571268 420 -11) (619176 426 -12) (662457 381 -13) (710603 381 -13) (776640 230 -22) (823535 343 -7) (900000 280 -19) (943433 377 -16) (1037280 90 -15) (1083682 146 -14) (1134251 139 -13) (1179112 212 -10) (1217280 410 -8) (1264759 429 -8) (1406432 11653 -5)],8869,8576,103.4165112,人呢就行行行你你有啊行fr很好了我的心嗯好嗯嗯嗯唉我要就行了我讲的哦恩恩恩恩恩恩,40,52,,,
2018-05-18-19-43-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_19_43_00\capaec63.pcm,-5,17133,12036,142.3479561,[(429631 480 -11) (475826 524 -10) (571690 411 -13) (619562 414 -11) (662460 380 -12) (710353 398 -10) (775742 350 -9) (822248 393 -6) (870202 3 -47) (895685 362 -18) (943408 368 -16) (1035842 141 -13) (1083749 131 -13) (1131439 210 -12) (1179305 215 -13) (1216322 442 -8) (1264230 441 -7) (1414567 11470 -5)],9052,8576,105.5503731,人又能你行有如行营我就那我的心那么好不为什么会以为我找的记录的价值费眼睛的,37,52,,,
2018-05-18-19-44-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_19_44_00\capaec64.pcm,-6,16826,12036,139.7972748,[(434882 350 -12) (482349 388 -11) (572647 379 -12) (620189 391 -10) (662894 370 -11) (710437 383 -11) (775693 340 -10) (823318 348 -6) (895681 370 -20) (943572 366 -16) (1035841 131 -13) (1083807 140 -13) (1131385 219 -13) (1179342 224 -9) (1217280 401 -9) (1264931 410 -7) (1409280 11616 -6)],9087,8576,105.9584888,杨行行有热你要想赢打你个啊我的好嗯嗯嗯i嗯嗯那就行了我觉得恩恩恩恩恩恩,35,52,,,
2018-05-18-19-45-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_19_45_00\capaec65.pcm,-5,16565,12036,137.6287803,[(434922 371 -11) (476046 519 -11) (572169 402 -13) (620360 395 -11) (662888 380 -12) (710738 381 -12) (775717 352 -7) (823849 355 -8) (900480 30 -23) (942794 278 -17) (1035840 130 -17) (1083400 152 -13) (1134722 110 -19) (1179346 197 -12) (1216816 419 -10) (1264537 428 -8) (1405949 11666 -5)],8951,8576,104.3726679,恩阳杨行您您有觉如有行啊很快有了我的心唉不要只停留多久的恩恩恩恩恩恩恩恩,36,52,,,
2018-05-18-19-46-46,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_19_46_00\capaec66.pcm,-5,16895,12036,140.370555,[(434880 380 -12) (482540 391 -11) (572176 400 -12) (619887 414 -10) (663385 359 -14) (711064 375 -12) (775754 340 -8) (823946 340 -6) (896677 359 -20) (944321 366 -17) (1035845 161 -14) (1083815 160 -14) (1131465 229 -14) (1179609 229 -14) (1217323 401 -7) (1264952 413 -8) (1409783 11578 -5)],9159,8576,106.798041,人行你行行是你行呵呵啊那我的心要跑步里程一种唉一个我早着呢嗯哪只会赢你,35,52,,,
2018-05-18-19-47-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_19_47_00\capaec67.pcm,-5,16856,12036,140.0465271,[(436803 250 -19) (482445 393 -11) (573122 390 -11) (620108 411 -11) (663361 360 -14) (711060 489 -11) (776161 320 -11) (823807 334 -7) (897130 350 -22) (943795 377 -19) (1036323 131 -13) (1084133 140 -13) (1130888 240 -15) (1178497 247 -15) (1217280 410 -8) (1264885 421 -8) (1409280 11593 -5)],8849,8576,103.1833022,能行行有人你行狠狠玩狠狠我的心嗯恩爱的我喜欢的嗯嗯嗯,26,52,,,
2018-05-18-19-48-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_19_48_00\capaec68.pcm,-6,16812,12036,139.6809571,[(427755 500 -12) (475790 506 -11) (571211 402 -11) (619051 411 -11) (661971 391 -10) (710070 386 -8) (775260 358 -7) (823047 363 -7) (894724 241 -14) (942427 250 -13) (1039676 30 -16) (1083088 158 -14) (1135200 100 -20) (1178307 211 -12) (1216321 420 -12) (1263714 451 -9) (1406888 11634 -6)],8957,8576,104.4426306,nn杨行有就你有行啊你还我的心嗯嗯唉不着急我找的哦嗯,26,52,,,
2018-05-18-19-49-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_19_49_00\capaec69.pcm,-5,16719,12036,138.9082752,[(434419 379 -12) (482373 384 -11) (571215 411 -12) (619040 419 -11) (662880 361 -11) (710607 498 -11) (776194 320 -6) (823819 332 -7) (895735 360 -20) (943483 368 -17) (1035435 140 -13) (1083467 143 -16) (1131390 220 -14) (1179276 225 -11) (1216807 410 -9) (1264561 414 -8) (1412190 3569 -6) (1593352 7766 -5)],9091,8576,106.0051306,杨你有m型吧主啊我的号要么跑步通常一种爱好自己我走的你这么屌局部眼睛一闭,36,52,,,
2018-05-18-19-50-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_19_50_00\capaec70.pcm,-5,16558,12036,137.5706215,[(434402 380 -11) (481937 394 -11) (571685 380 -12) (619396 421 -10) (662880 360 -14) (710581 368 -12) (776174 320 -10) (823737 347 -7) (895690 260 -19) (943582 287 -16) (1035843 130 -15) (1083439 152 -14) (1134240 160 -13) (1179335 227 -10) (1216842 420 -8) (1264594 427 -7) (1412161 11525 -5)],8940,8576,104.244403,杨营行你行元行打给你啊撸撸的嗯嗯i嗯嗯我要给钱的我就嗯嗯嗯嗯嗯嗯嗯,33,52,,,
2018-05-18-19-51-46,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_19_51_00\capaec71.pcm,-5,16590,12036,137.8364905,[(433959 390 -11) (481888 391 -10) (571734 391 -12) (618875 425 -12) (662441 361 -12) (710347 369 -12) (775251 342 -7) (823083 343 -6) (895240 302 -15) (943176 376 -15) (1035533 80 -18) (1082975 146 -17) (1136190 60 -22) (1178868 222 -11) (1216835 400 -8) (1264185 423 -8) (1409316 11569 -5)],8735,8576,101.8540112,能赢请请你又有人如行啊刘那我的心要狠唉我要积极点我想看看你那只是眼睛你,35,52,,,
2018-05-18-19-52-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_19_52_00\capaec72.pcm,-6,16796,12036,139.5480226,[(434884 370 -11) (476237 517 -11) (572182 400 -14) (620109 406 -11) (663363 370 -15) (711026 379 -14) (776163 331 -8) (823926 343 -6) (896167 270 -17) (943901 280 -14) (1036338 131 -13) (1084206 139 -13) (1131365 230 -10) (1179613 224 -11) (1216887 419 -9) (1265155 412 -8) (1409280 11575 -6)],9118,8576,106.3199627,有行有你嗯行夸你啊我的嗯恩爱的我要继续多久呢嗯,23,52,,,
2018-05-18-19-53-46,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_19_53_00\capaec73.pcm,-5,16738,12036,139.0661349,[(429181 491 -11) (477425 484 -10) (576035 220 -12) (619244 401 -11) (663394 280 -14) (710066 379 -12) (776195 320 -7) (823143 344 -8) (895240 270 -20) (943099 379 -15) (1035394 140 -14) (1082966 148 -13) (1130951 220 -18) (1178974 220 -11) (1216372 410 -11) (1264104 419 -7) (1408354 11613 -5) (2131719 0 -49)],8924,8576,104.0578358,银银行一行有如那行你啊你的头我的心嗯哼嗯i哈嗯嗯不要几天的我的恩恩恩恩恩恩,37,52,,,
2018-05-18-19-54-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_19_54_00\capaec74.pcm,-5,16868,12036,140.146228,[(435848 381 -11) (483573 394 -11) (572650 410 -10) (620413 414 -10) (664395 360 -12) (712223 364 -11) (777611 322 -6) (825310 344 -7) (897122 372 -13) (944922 381 -13) (1036890 140 -14) (1084940 146 -14) (1132891 221 -17) (1180495 229 -13) (1218240 390 -11) (1265870 418 -7) (1410720 11582 -5)],8976,8576,104.6641791,你杨影你行打行啊那我的心里嗯好的恩爱我要寄给你的逻辑呢嗯,28,52,,,
2018-05-18-19-55-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_19_55_00\capaec75.pcm,-5,16531,12036,137.3462945,[(433920 390 -12) (481887 396 -11) (571692 400 -13) (619355 410 -9) (662449 369 -11) (710477 370 -10) (775703 341 -7) (823498 348 -7) (895681 371 -19) (942942 391 -15) (1035843 121 -16) (1083925 132 -15) (1131369 221 -19) (1179246 225 -12) (1217302 401 -11) (1264985 410 -7) (1409281 6510 -6) (1737945 4725 -5)],9067,8576,105.7252799,有行你有如那行啊啊个名字我的恩恩爱爱恩恩我要进行的是我长的就基本定局肺炎一,37,52,,,
2018-05-18-19-56-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_19_56_00\capaec76.pcm,-6,16780,12036,139.4150881,[(428224 498 -11) (475656 525 -11) (571227 402 -10) (619097 405 -10) (663362 230 -22) (709909 389 -10) (777601 290 -8) (822496 356 -6) (894723 240 -20) (942094 275 -16) (1035361 130 -17) (1082970 143 -14) (1130897 210 -19) (1178584 224 -13) (1216320 420 -9) (1263730 436 -7) (1408358 11607 -6)],9202,8576,107.2994403,有能阳阳行行热你那行狠狠给了我的心嗯嗯嗯我要你的五讲了嗯嗯嗯,30,52,,,
2018-05-18-19-57-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_19_57_00\capaec77.pcm,-5,16666,12036,138.4679295,[(435361 380 -12) (483061 390 -11) (572672 401 -10) (620610 409 -11) (663840 352 -12) (711632 370 -11) (777142 331 -7) (824996 341 -6) (897143 259 -17) (944629 369 -17) (1037280 132 -15) (1084572 149 -16) (1132890 210 -13) (1180590 223 -11) (1217824 399 -10) (1265584 400 -9) (1412166 11551 -5)],8940,8576,104.244403,能能就行你又有邢星啊哲娜的心嗯好的恩爱不要给我讲的嗯哪一年的一一,32,52,,,
2018-05-18-19-58-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_19_58_00\capaec78.pcm,-6,16859,12036,140.0714523,[(433458 380 -11) (475711 507 -11) (570756 399 -13) (619070 399 -10) (661440 380 -13) (709309 392 -13) (773801 359 -8) (821952 362 -7) (894242 250 -16) (942222 258 -15) (1034400 141 -14) (1082295 147 -13) (1130436 200 -14) (1178268 221 -13) (1215842 421 -8) (1263691 428 -8) (1406961 11615 -6)],9468,8576,110.4011194,有行人有晕我行你啊我的心嗯恩恩嗯恩恩主要的我就是和你一路这么跨局更严重的你,37,52,,,
2018-05-18-19-59-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_19_59_00\capaec79.pcm,-6,16713,12036,138.8584247,[(432506 382 -11) (480419 388 -11) (569836 411 -12) (617679 410 -12) (660480 400 -17) (708320 400 -17) (776160 240 -19) (821607 355 -7) (893281 240 -14) (940829 261 -14) (1033441 140 -13) (1081398 149 -13) (1129442 210 -12) (1176874 229 -11) (1214431 430 -11) (1262444 440 -8) (1404969 11628 -6)],9318,8576,108.6520522,能能赢赢赢赢行晕你那行晚上我的心嗯嗯唉不要紧的我想的嗯嗯嗯,29,52,,,
